City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
470,Goya,AR,-29.14,-59.2626,71.55,91,99,5.7,overcast clouds
471,Coihaique,CL,-45.5752,-72.0662,65.01,51,75,6.91,broken clouds
472,Honningsvag,NO,70.9821,25.9704,38.95,75,100,8.05,overcast clouds
473,Aviles,ES,43.5547,-5.9248,62.19,77,20,4.61,few clouds
474,Bria,CF,6.5423,21.9863,70.27,60,1,2.15,clear sky
475,Port-Cartier,CA,50.0334,-66.8654,26.82,94,100,14.16,light snow
476,Razole,IN,16.4833,81.8333,74.93,79,86,4.79,overcast clouds
477,Bonthe,SL,7.5264,-12.505,79.09,80,8,5.44,clear sky
478,Leticia,CO,-4.2153,-69.9406,78.85,94,75,4.61,thunderstorm
479,Shache,CN,38.4167,77.2406,38.34,34,14,3.98,few clouds
480,Kulhudhuffushi,MV,6.6221,73.07,81.16,73,73,6.6,broken clouds
481,Halvad,IN,23.0167,71.1833,74.88,51,0,6.53,clear sky
482,Mokolo,CM,10.7398,13.8019,72.01,32,1,5.64,clear sky
483,Veraval,IN,20.9,70.3667,77.02,49,0,9.08,clear sky
484,Gilgit,PK,35.9221,74.3087,29.59,53,17,4.07,few clouds
485,Aracoiaba,BR,-4.3711,-38.8142,81.75,62,42,8.88,scattered clouds
486,Richards Bay,ZA,-28.783,32.0377,75.09,89,100,16.26,overcast clouds
487,Camopi,GF,3.1655,-52.3158,75.6,92,95,2.64,light rain
488,Gari,RU,59.4307,62.3497,32.63,98,100,8.25,light snow
489,Queenstown,ZA,-31.8976,26.8753,64.0,76,100,5.75,overcast clouds
490,Millbury,US,42.194,-71.7601,66.72,68,40,11.5,scattered clouds
491,Morbegno,IT,46.1383,9.57,56.98,47,100,5.1,overcast clouds
492,Paraibano,BR,-6.4331,-43.9836,79.3,69,43,4.38,scattered clouds
493,Krasnyy Oktyabr,RU,56.1167,38.8833,49.32,68,84,18.72,broken clouds
494,Concepcion,CL,-36.827,-73.0498,62.4,67,40,13.8,scattered clouds
495,Kasungu,MW,-13.0333,33.4833,73.44,59,100,3.15,overcast clouds
496,Lebu,CL,-37.6167,-73.65,58.78,70,52,12.93,broken clouds
497,Inta,RU,66.0317,60.1659,11.8,78,100,13.24,overcast clouds
498,Bongandanga,CD,1.5,21.05,68.92,98,52,2.68,light rain
499,Beyneu,KZ,45.3167,55.2,39.78,63,14,12.17,few clouds
500,Luau,AO,-10.7073,22.2247,64.92,87,100,2.53,overcast clouds
501,Tutoia,BR,-2.7619,-42.2744,79.66,78,72,9.46,broken clouds
502,Ewo,CG,-0.8725,14.8206,72.27,90,36,1.63,light rain
503,Moengo,SR,5.6167,-54.4,77.05,94,100,2.75,light rain
504,Takaungu,KE,-3.6837,39.8566,79.29,89,70,6.06,broken clouds
505,Zeist,NL,52.09,5.2333,50.97,92,98,4.16,overcast clouds
506,Poselki,RU,53.1324,46.5031,46.89,92,100,20.47,light rain
507,Gewane,ET,10.1664,40.6453,77.81,58,19,9.82,few clouds
508,Naryan-Mar,RU,67.6713,53.087,18.1,94,100,12.39,light snow
509,Aksarka,RU,66.5606,67.7975,-5.3,97,85,8.25,overcast clouds
510,Oxelosund,SE,58.6706,17.1015,44.98,93,34,3.44,fog
511,Carauari,BR,-4.8828,-66.8958,84.79,69,99,2.37,light rain
512,Abnub,EG,27.2696,31.1511,64.62,50,3,7.34,clear sky
513,Soyo,AO,-6.1349,12.3689,77.43,76,6,10.4,clear sky
514,Sussex,US,41.1834,-74.6663,66.29,73,100,3.44,overcast clouds
515,Tukrah,LY,32.5341,20.5791,64.83,63,8,4.5,clear sky
516,Melfi,IT,40.9965,15.6514,46.96,88,49,1.54,scattered clouds
517,Aasiaat,GL,68.7098,-52.8699,7.52,98,78,7.67,broken clouds
518,Porto Novo,BJ,6.4965,2.6036,82.22,88,94,6.82,light rain
519,Boditi,ET,6.9667,37.8667,56.91,88,96,2.73,light rain
520,Kisanga,TZ,-7.4362,37.7034,75.9,76,22,7.9,few clouds
521,Den Helder,NL,52.9599,4.7593,48.97,91,50,5.99,scattered clouds
522,Sao Borja,BR,-28.6606,-56.0044,85.64,55,100,11.01,overcast clouds
523,Boo,SE,59.3333,18.2833,47.77,96,92,3.44,fog
524,Tabou,CI,4.423,-7.3528,78.1,86,81,7.34,light rain
525,Ugoofaaru,MV,5.6667,73.0,80.96,78,97,9.08,overcast clouds
526,Bealanana,MG,-14.55,48.7333,60.75,91,2,2.48,clear sky
527,Vestmanna,FO,62.1564,-7.1664,47.32,100,75,10.36,broken clouds
528,Tarnogskiy Gorodok,RU,60.4997,43.5761,39.99,97,100,12.5,overcast clouds
529,Marathon,US,44.9,-89.7668,30.65,73,100,12.66,overcast clouds
530,Waddan,LY,29.1614,16.139,62.8,52,0,3.85,clear sky
531,Maragogi,BR,-9.0122,-35.2225,77.13,85,25,6.51,scattered clouds
532,Fort-Shevchenko,KZ,44.5086,50.263,51.69,87,96,13.67,overcast clouds
533,Rawson,AR,-43.3002,-65.1023,62.89,82,0,11.5,clear sky
534,Babadag,RO,44.9,28.7167,40.87,81,81,3.44,fog
535,Naliya,IN,23.2667,68.8333,76.55,30,0,4.34,clear sky
536,Urucara,BR,-2.5364,-57.76,91.51,42,98,3.04,overcast clouds
537,Lebyazhye,RU,55.2689,66.4947,33.66,99,100,12.86,light snow
538,Tonota,BW,-21.4833,27.4833,68.25,81,100,4.54,overcast clouds
539,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,90.03,35,32,11.25,scattered clouds
540,Kamenka,RU,51.3223,42.7678,48.33,84,100,23.35,overcast clouds
541,Viedma,AR,-40.8135,-62.9967,68.05,48,58,13.69,broken clouds
542,Jawhar,SO,2.7809,45.5005,75.25,87,29,4.38,light rain
543,Kolosovka,RU,56.4678,73.611,32.54,99,100,6.2,light snow
544,Uberaba,BR,-19.7483,-47.9319,84.78,42,20,5.75,few clouds
545,Carutapera,BR,-1.195,-46.02,79.45,76,88,6.82,overcast clouds
546,Cerrito,CO,6.8432,-72.694,57.54,95,100,2.39,overcast clouds
547,Imbituba,BR,-28.24,-48.6703,71.47,81,19,13.29,few clouds
548,Aranos,NA,-24.1333,19.1167,73.72,11,0,20.56,clear sky
549,Butterworth,MY,5.3991,100.3638,78.84,97,20,2.3,light rain
550,Galle,LK,6.0367,80.217,77.31,86,100,5.61,overcast clouds
551,Ratnapura,LK,6.6828,80.3992,75.51,91,100,0.65,overcast clouds
552,Fakel,RU,57.6325,53.0252,40.06,98,100,9.71,light rain
553,Goure,NE,13.9835,10.2704,75.56,19,0,10.45,clear sky
554,Road Town,VG,18.4167,-64.6167,86.09,79,40,3.44,scattered clouds
555,Opuwo,NA,-18.0607,13.84,62.19,40,4,7.45,clear sky
556,Dunda,TZ,-8.1167,34.25,68.65,80,100,3.65,overcast clouds
557,Le Port,RE,-20.9373,55.2919,71.26,87,29,1.43,scattered clouds
558,Sao Felix Do Xingu,BR,-6.6447,-51.995,84.31,58,67,1.12,light rain
559,Puerto Armuelles,PA,8.2833,-82.8667,82.38,82,100,11.95,light rain
560,Lisakovsk,KZ,52.5369,62.4936,35.01,97,100,23.11,snow
561,Muzhi,RU,65.3667,64.6667,-1.61,97,100,9.57,light snow
562,Margate,GB,51.3813,1.3862,54.7,94,61,3.0,broken clouds
563,Tanhacu,BR,-14.0214,-41.2481,76.77,67,85,3.6,overcast clouds
564,Ruswil,CH,47.0843,8.1265,44.53,96,100,2.3,mist
565,Muisne,EC,0.6,-80.0333,75.78,75,100,9.35,overcast clouds
566,Calabozo,VE,8.9242,-67.4293,82.98,76,99,3.2,overcast clouds
567,Acari,PE,-15.4311,-74.6158,74.79,57,20,10.02,few clouds
568,Benguela,AO,-12.5763,13.4055,72.64,75,70,4.7,broken clouds
